par chr ind mid sexind
M 6 649 86145109.5 649M
F 7 649 30969004 649F
M 7 649 79270551 649M
M 7 649 147482912.5 649M
F 8 649 15292645 649F
M 8 649 29963788 649M
M 8 649 109976702 649M
M 8 649 137983307.5 649M
M 9 649 32933304.5 649M
M 9 649 74767620 649M
F 10 649 8529605.5 649F
F 10 649 62828971.5 649F
M 10 649 26009902.5 649M
M 10 649 102500440.5 649M
F 11 649 78582233 649F
F 11 649 132312577.5 649F
M 11 649 128901066 649M
M 12 649 9181393.5 649M
M 12 649 49959684 649M
M 12 649 92256475 649M
F 13 649 110990444.5 649F
M 13 649 29888309.5 649M
M 13 649 67702031.5 649M
M 14 649 83108367.5 649M
F 15 649 98350897.5 649F
M 15 649 66728026 649M
M 15 649 94336262 649M
M 16 649 24441172.5 649M
M 16 649 49965057 649M
M 16 649 75028602.5 649M
F 17 649 2206088 649F
F 17 649 7935510 649F
M 17 649 46867656.5 649M
M 18 649 10370373.5 649M
M 19 649 14565023 649M
M 19 649 55825260 649M
F 20 649 48729844.5 649F
M 20 649 2280635.5 649M
F 21 649 30322078.5 649F
M 21 649 16894373 649M
F 22 649 41344906.5 649F
F 1 650 3841557 650F
F 1 650 107252920.5 650F
M 1 650 76374211.5 650M
M 1 650 114669917 650M
M 1 650 199060965.5 650M
F 2 650 68757591.5 650F
M 2 650 43215218.5 650M
M 2 650 190184060 650M
F 3 650 62426264.5 650F
M 3 650 8805123.5 650M
M 3 650 68466668 650M
M 3 650 118382456.5 650M
M 3 650 150593436.5 650M
F 4 650 130612505 650F
F 4 650 190313281.5 650F
M 4 650 14647396.5 650M
M 4 650 96350807.5 650M
M 4 650 142122364.5 650M
M 4 650 180077006.5 650M
F 5 650 2584877 650F
F 5 650 125760529.5 650F
F 5 650 173113906.5 650F
M 5 650 17960971.5 650M
M 5 650 116832723 650M
M 5 650 174275265 650M
F 6 650 1057152 650F
F 7 650 19703758.5 650F
F 7 650 130352971 650F
M 7 650 8911917.5 650M
F 8 650 21521394.5 650F
M 8 650 22053134 650M
M 8 650 95097260.5 650M
M 8 650 130254287 650M
F 9 650 31170111 650F
F 9 650 104106772 650F
M 9 650 8350125.5 650M
F 10 650 16048131.5 650F
M 10 650 90794172 650M
M 10 650 121970831.5 650M
F 11 650 18754195.5 650F
M 11 650 63063338 650M
M 11 650 126410929.5 650M
F 12 650 100445660.5 650F
M 12 650 57296437.5 650M
M 12 650 94239661.5 650M
M 13 650 39850513 650M
M 15 650 79492453.5 650M
M 16 650 50132319 650M
M 17 650 10915937.5 650M
M 17 650 51735099.5 650M
F 18 650 50923105 650F
M 18 650 11792972 650M
M 18 650 23250399.5 650M
M 18 650 63513841.5 650M
F 19 650 62144324.5 650F
M 19 650 34579034 650M
M 19 650 60451352 650M
F 20 650 60668941.5 650F
M 20 650 30662384 650M
M 20 650 55759670.5 650M
M 21 650 35247059 650M
M 22 650 34279951 650M
F 1 651 34304645 651F
M 1 651 8998879 651M
M 1 651 64913338.5 651M
M 1 651 109717440.5 651M
M 1 651 155007830 651M
M 1 651 229647828 651M
F 2 651 5508506 651F
F 2 651 82396063 651F
M 2 651 3761056.5 651M
M 2 651 134625422.5 651M
M 2 651 169842828.5 651M
M 2 651 177063108 651M
F 3 651 6726170 651F
F 3 651 197890711.5 651F
M 3 651 9189809.5 651M
M 3 651 40757758.5 651M
M 3 651 134631122.5 651M
M 3 651 147444371.5 651M
M 3 651 170971301 651M
F 4 651 6945263 651F
F 4 651 170205712 651F
M 4 651 82447123.5 651M
M 4 651 137890316.5 651M
M 4 651 158374100.5 651M
F 5 651 18939879 651F
F 5 651 111164737 651F
F 5 651 144932470 651F
M 5 651 58592421.5 651M
M 5 651 84087914.5 651M
M 5 651 120488798 651M
F 6 651 111569216 651F
M 6 651 139582778.5 651M
M 6 651 156118959 651M
F 7 651 22312451.5 651F
F 7 651 85232000 651F
F 7 651 145705966.5 651F
M 7 651 8902888 651M
M 7 651 34640355.5 651M
M 7 651 54120378 651M
M 7 651 126358835.5 651M
M 7 651 150284283 651M
F 8 651 62354930 651F
M 8 651 60198709.5 651M
M 8 651 70969703.5 651M
M 8 651 129274533.5 651M
F 9 651 7759844.5 651F
F 9 651 91891383.5 651F
F 9 651 137258297.5 651F
M 9 651 14048878.5 651M
M 9 651 83607083.5 651M
F 10 651 70757661 651F
M 10 651 8375446.5 651M
M 10 651 53071560.5 651M
M 10 651 90526218.5 651M
M 10 651 120861122 651M
F 11 651 21638496.5 651F
M 11 651 12370088.5 651M
M 11 651 32635951 651M
M 11 651 69655424 651M
M 11 651 125809252.5 651M
F 12 651 5940886 651F
F 12 651 79201095.5 651F
F 12 651 123700632.5 651F
M 13 651 59007370.5 651M
M 13 651 108184136 651M
F 14 651 24654166 651F
F 14 651 67333386.5 651F
F 15 651 96752510 651F
F 16 651 81807002.5 651F
F 17 651 3422688 651F
M 17 651 5984322 651M
F 18 651 5900496.5 651F
M 18 651 6007147.5 651M
M 18 651 58928485.5 651M
M 18 651 73099623 651M
F 19 651 6603968 651F
M 19 651 55807431.5 651M
F 20 651 2840382 651F
M 20 651 20254585.5 651M
M 20 651 57008849 651M
F 21 651 27137926 651F
M 21 651 18473189 651M
M 21 651 27016211.5 651M
F 22 651 24631890.5 651F
F 22 651 39237791 651F
F 1 652 79323101 652F
F 1 652 161846461.5 652F
F 1 652 209767439.5 652F
M 1 652 54402630.5 652M
M 1 652 109780623.5 652M
M 1 652 222121209.5 652M
F 2 652 79248453 652F
F 2 652 143316761 652F
M 2 652 7438283 652M
F 3 652 174754081 652F
M 3 652 16146255 652M
M 3 652 109187226 652M
M 3 652 173437424.5 652M
F 4 652 21525123.5 652F
F 4 652 86695824.5 652F
M 4 652 7703975 652M
F 5 652 177057049.5 652F
M 5 652 10547012 652M
F 6 652 23308087.5 652F
F 6 652 151282023 652F
M 6 652 16462640 652M
M 6 652 161779767.5 652M
F 8 652 25620198 652F
F 8 652 128880027 652F
M 8 652 19142085.5 652M
M 8 652 123729253 652M
F 9 652 76107670 652F
F 9 652 139080604 652F
F 10 652 1164060.5 652F
F 10 652 133692857 652F
M 10 652 23878908 652M
M 10 652 80865926.5 652M
M 10 652 132995852.5 652M
F 11 652 67862923.5 652F
F 11 652 122894525 652F
M 11 652 44702066 652M
F 13 652 64213476.5 652F
F 13 652 107262755.5 652F
M 13 652 47285870.5 652M
F 14 652 103952371 652F
M 14 652 100241739 652M
F 16 652 83772172 652F
M 16 652 9902546.5 652M
M 16 652 56210307.5 652M
M 16 652 83894084 652M
F 17 652 1619917 652F
F 17 652 63818363.5 652F
M 17 652 68812162 652M
M 17 652 72477883.5 652M
F 18 652 2071254 652F
M 18 652 57733687.5 652M
F 19 652 55334295.5 652F
M 19 652 6804702 652M
M 19 652 54145490.5 652M
F 20 652 59858368.5 652F
F 21 652 42298077.5 652F
M 21 652 38192105.5 652M
F 1 653 20698375 653F
M 1 653 3415920 653M
M 1 653 17361686 653M
M 1 653 34067028.5 653M
M 1 653 55168803.5 653M
M 1 653 102111999.5 653M
M 1 653 189794532.5 653M
F 2 653 107148063.5 653F
M 2 653 71592737.5 653M
M 2 653 84900173.5 653M
M 2 653 133322749.5 653M
M 2 653 207561307 653M
M 2 653 224030816 653M
F 3 653 152826239 653F
M 3 653 66889016.5 653M
M 3 653 111310927.5 653M
M 3 653 175840264 653M
F 4 653 158937569 653F
M 4 653 12769993.5 653M
M 4 653 103798752.5 653M
M 4 653 140105923.5 653M
M 4 653 170224529 653M
M 4 653 183263274.5 653M
F 5 653 10079294 653F
F 5 653 144675886.5 653F
M 5 653 57423897.5 653M
M 5 653 176027571 653M
F 6 653 14396199.5 653F
F 6 653 152799199.5 653F
M 6 653 47121340 653M
M 6 653 121079895 653M
M 7 653 46976510.5 653M
M 7 653 154784434.5 653M
F 8 653 123873571.5 653F
M 8 653 73409452.5 653M
M 8 653 93626365.5 653M
F 9 653 3254115.5 653F
F 9 653 76964389 653F
M 9 653 83439509.5 653M
M 9 653 108233341 653M
M 9 653 125968803.5 653M
F 10 653 16945364 653F
F 10 653 95871638.5 653F
F 10 653 131142469 653F
M 10 653 56710292 653M
F 11 653 72603438 653F
M 11 653 36822262 653M
M 11 653 114923126 653M
F 12 653 129576569.5 653F
M 12 653 92019630 653M
M 12 653 114306046 653M
F 13 653 91145255.5 653F
M 13 653 26953271.5 653M
M 13 653 90735796 653M
M 13 653 108039062.5 653M
M 14 653 96235234.5 653M
F 15 653 91310236 653F
M 15 653 58790727 653M
M 15 653 68268105 653M
M 15 653 92703829.5 653M
F 16 653 85533197.5 653F
M 16 653 55804002 653M
F 17 653 14037841 653F
F 17 653 72991217 653F
M 17 653 75332813 653M
F 18 653 8770653.5 653F
F 18 653 21767644 653F
M 18 653 36187267 653M
F 19 653 46446732.5 653F
M 19 653 35128018 653M
F 20 653 4643235.5 653F
M 20 653 6073560 653M
M 20 653 22811696.5 653M
M 20 653 45116299.5 653M
F 21 653 40154644.5 653F
M 21 653 19407457 653M
M 21 653 41579427 653M
M 22 653 35883163 653M
F 1 654 18542736.5 654F
F 1 654 206730037.5 654F
M 1 654 36947397 654M
M 1 654 81974595.5 654M
M 1 654 162418869.5 654M
M 1 654 199521548 654M
F 2 654 108855149.5 654F
M 2 654 12721061 654M
M 2 654 80067107 654M
M 2 654 113646877 654M
F 4 654 18308644.5 654F
F 4 654 102928553 654F
M 4 654 23186341.5 654M
M 4 654 53424663.5 654M
M 4 654 164810653 654M
M 4 654 185175508.5 654M
F 5 654 5258424 654F
F 5 654 116348282 654F
M 5 654 35237433 654M
F 6 654 6097836.5 654F
F 6 654 131987946.5 654F
M 6 654 6642184 654M
M 6 654 51634421.5 654M
F 7 654 113207247 654F
M 7 654 152874239 654M
M 8 654 18335111 654M
M 8 654 59751588 654M
M 8 654 102029474.5 654M
F 9 654 5302946 654F
M 9 654 14333938 654M
M 9 654 100776031 654M
F 10 654 130439445.5 654F
M 10 654 27147158 654M
M 10 654 55195231 654M
M 10 654 101791629 654M
M 10 654 111840226.5 654M
M 11 654 20667211 654M
M 11 654 105909058 654M
F 12 654 5625177.5 654F
M 12 654 10825633.5 654M
M 12 654 127214410.5 654M
F 13 654 21009737.5 654F
M 13 654 22041320.5 654M
M 14 654 34112721 654M
M 14 654 93368319 654M
F 15 654 38033081.5 654F
M 15 654 76586922.5 654M
F 16 654 14880907 654F
M 17 654 64696821 654M
F 18 654 39217738 654F
M 18 654 59009746.5 654M
M 20 654 18352224.5 654M
M 20 654 48708079.5 654M
F 21 654 40739337.5 654F
M 22 654 26263594 654M
F 1 655 68175349.5 655F
F 1 655 245923338.5 655F
M 1 655 88252773 655M
M 1 655 165752231.5 655M
M 1 655 196914979 655M
M 1 655 231508352 655M
F 2 655 3962429 655F
F 2 655 42203058.5 655F
M 2 655 9807249.5 655M
M 2 655 38703643.5 655M
M 2 655 118911366 655M
M 2 655 169679708 655M
F 3 655 31877331 655F
F 3 655 116827718 655F
F 3 655 195449922 655F
M 3 655 28006732.5 655M
M 3 655 70399698 655M
M 3 655 112778724.5 655M
M 3 655 175186908 655M
M 4 655 63029652 655M
F 5 655 1350618 655F
F 5 655 173572484.5 655F
M 5 655 97526740 655M
F 6 655 5498529.5 655F
F 6 655 109897194.5 655F
F 6 655 166303629.5 655F
M 6 655 22100280 655M
M 6 655 48432153.5 655M
F 7 655 98021052.5 655F
F 7 655 154027768.5 655F
M 7 655 80825183 655M
M 7 655 130912563 655M
F 8 655 5557366 655F
M 8 655 58972199 655M
F 9 655 825568.5 655F
F 10 655 2878899 655F
F 10 655 79105673 655F
M 10 655 43432856 655M
M 10 655 82447039 655M
M 10 655 121880270.5 655M
M 11 655 125880175 655M
F 12 655 7343648.5 655F
F 12 655 91031645.5 655F
F 12 655 129682086.5 655F
M 12 655 23640815 655M
F 13 655 23441483.5 655F
M 13 655 104428322 655M
F 15 655 86753065 655F
M 16 655 52564647 655M
M 16 655 82585625.5 655M
F 17 655 53387493.5 655F
F 17 655 78154860 655F
M 17 655 12712131 655M
M 17 655 60808269.5 655M
F 18 655 6017370 655F
F 18 655 25798906 655F
M 18 655 6431470.5 655M
M 18 655 63904865 655M
F 20 655 32900958.5 655F
M 20 655 10813110.5 655M
F 21 655 30669325.5 655F
F 22 655 47646753.5 655F
M 1 656 34322865.5 656M
M 1 656 64746853 656M
M 1 656 119800728.5 656M
F 2 656 51074309 656F
F 2 656 235656749 656F
M 2 656 12930159 656M
M 2 656 128680597.5 656M
M 2 656 153530556 656M
M 2 656 207923510.5 656M
F 3 656 189800445 656F
M 3 656 63415177.5 656M
M 4 656 6843284.5 656M
M 4 656 92249118 656M
M 4 656 149851128.5 656M
M 5 656 31943751.5 656M
M 5 656 76499365.5 656M
M 5 656 149521527.5 656M
F 6 656 3682937.5 656F
F 6 656 155414718 656F
M 6 656 91877991 656M
M 6 656 136527523 656M
F 7 656 131527064 656F
M 7 656 32143835.5 656M
M 7 656 75236725 656M
M 7 656 127938528 656M
F 8 656 5957569 656F
F 8 656 134162760 656F
M 8 656 41818689.5 656M
F 9 656 137452944.5 656F
M 10 656 12397976.5 656M
M 10 656 118924270 656M
F 11 656 91776919 656F
M 11 656 35791785 656M
F 12 656 3634559.5 656F
F 12 656 49102258.5 656F
F 12 656 131383705 656F
M 12 656 21292329 656M
M 12 656 102720592.5 656M
F 13 656 54905262.5 656F
M 13 656 46951274.5 656M
M 13 656 72021602.5 656M
F 14 656 36477122.5 656F
F 14 656 86592420.5 656F
F 15 656 67880157.5 656F
M 15 656 40168307.5 656M
F 16 656 87131968.5 656F
F 17 656 3374192.5 656F
F 17 656 36021210 656F
F 18 656 74118156 656F
M 18 656 26349571.5 656M
F 19 656 2413215 656F
M 19 656 45635516.5 656M
F 21 656 27320703 656F
M 21 656 15348517 656M
M 21 656 36913691 656M
M 21 656 39065181.5 656M
M 21 656 40395686.5 656M
M 21 656 43021795.5 656M
M 21 656 45164570.5 656M
M 21 656 46774316 656M
M 22 656 31154232 656M
M 22 656 45118910.5 656M
M 1 657 20643757.5 657M
M 1 657 74637812.5 657M
M 1 657 243206548.5 657M
F 2 657 240118126.5 657F
M 2 657 231515572.5 657M
F 3 657 2221428 657F
F 3 657 54985313.5 657F
F 3 657 178250298.5 657F
M 3 657 74206436 657M
M 3 657 174157948 657M
F 4 657 86863117 657F
F 4 657 188581548.5 657F
M 4 657 158835356 657M
M 4 657 190872114 657M
M 5 657 73552060 657M
M 5 657 113324052 657M
M 5 657 166474180 657M
M 6 657 107480850 657M
F 7 657 1373422.5 657F
M 7 657 47917904 657M
M 7 657 105842310 657M
F 8 657 3736547.5 657F
F 8 657 145192474 657F
F 9 657 139301935.5 657F
F 10 657 9515321 657F
F 10 657 133930643.5 657F
M 10 657 31581527 657M
M 10 657 55165220.5 657M
M 10 657 124260794 657M
F 11 657 3510538.5 657F
F 11 657 132835786.5 657F
M 11 657 40121719 657M
F 12 657 6009279 657F
M 12 657 77043494.5 657M
F 13 657 23404464 657F
F 13 657 96951183.5 657F
M 13 657 100863971 657M
F 14 657 34372659.5 657F
F 14 657 99032714.5 657F
M 14 657 20781583.5 657M
M 15 657 88351439 657M
M 15 657 100181570 657M
M 16 657 83429865 657M
F 17 657 962329 657F
F 17 657 78114843.5 657F
M 17 657 45656351 657M
M 17 657 75441732.5 657M
F 18 657 71693235 657F
F 19 657 56223539 657F
M 19 657 7749620.5 657M
M 20 657 36638811 657M
M 20 657 59140914 657M
F 21 657 24623124 657F
F 21 657 43503343 657F
M 22 657 22246160.5 657M
F 1 658 217985317.5 658F
M 1 658 5147503.5 658M
M 1 658 30551065 658M
M 1 658 76312195.5 658M
M 1 658 230744937 658M
F 2 658 10389397.5 658F
F 2 658 74613183.5 658F
F 2 658 136731096.5 658F
F 2 658 224148041.5 658F
M 2 658 53611377 658M
M 2 658 133066641.5 658M
F 3 658 30000762 658F
F 3 658 192397760.5 658F
M 3 658 8769389.5 658M
M 3 658 24815732 658M
M 3 658 62025660.5 658M
M 3 658 110487063 658M
M 3 658 152099171 658M
M 3 658 187439979.5 658M
F 4 658 114212478.5 658F
M 4 658 25505711 658M
M 4 658 111337605.5 658M
M 4 658 154654965.5 658M
F 5 658 176458203 658F
M 5 658 60939648.5 658M
M 5 658 169439715.5 658M
F 6 658 159498173.5 658F
F 6 658 168800597 658F
M 6 658 17296456.5 658M
M 6 658 44644418 658M
M 6 658 139751743 658M
M 6 658 155594275 658M
F 7 658 21919592.5 658F
M 7 658 30319482 658M
F 8 658 8146936.5 658F
F 8 658 11057496.5 658F
F 8 658 12406376.5 658F
F 8 658 99520189 658F
M 8 658 98541313 658M
M 8 658 140378384 658M
F 9 658 20386287.5 658F
M 9 658 4715142 658M
M 9 658 91173999.5 658M
M 9 658 136743956 658M
F 10 658 3150017.5 658F
F 10 658 71767676 658F
M 10 658 24820173.5 658M
M 10 658 95656988.5 658M
F 11 658 104008947 658F
M 11 658 10911404.5 658M
M 11 658 75619566 658M
F 12 658 20808989.5 658F
F 12 658 127669404.5 658F
M 12 658 46501281 658M
M 13 658 21515241.5 658M
M 13 658 100841986.5 658M
F 14 658 21461820.5 658F
M 14 658 35734949 658M
M 14 658 71441613.5 658M
M 14 658 93394478.5 658M
F 15 658 60419542 658F
M 15 658 53089417 658M
M 15 658 91960112.5 658M
F 16 658 85338659 658F
M 16 658 47627740 658M
M 17 658 21875123.5 658M
M 17 658 65047192.5 658M
M 18 658 8775304 658M
F 20 658 60684522 658F
M 20 658 57397919 658M
F 1 659 197531640.5 659F
M 1 659 9410643.5 659M
M 1 659 216215399.5 659M
M 2 659 131776065 659M
M 2 659 227772193 659M
F 3 659 15383193 659F
F 3 659 71961726.5 659F
M 3 659 30993990 659M
M 3 659 70798003.5 659M
M 3 659 131300957.5 659M
F 4 659 22040980.5 659F
F 4 659 189382577 659F
M 4 659 70567945.5 659M
M 4 659 173896709 659M
F 5 659 5629295 659F
M 5 659 38433378.5 659M
M 5 659 174424640.5 659M
F 6 659 13438260.5 659F
F 6 659 152522214.5 659F
M 6 659 43968020 659M
M 6 659 138389698 659M
F 7 659 35503877.5 659F
M 7 659 50821610.5 659M
M 7 659 150090066 659M
F 8 659 7704482.5 659F
F 8 659 9300992 659F
F 8 659 12205009 659F
F 8 659 134561648 659F
M 8 659 22279380.5 659M
M 8 659 42365737.5 659M
M 8 659 75786310 659M
F 9 659 12850628 659F
F 9 659 134286695.5 659F
M 9 659 13541735 659M
M 9 659 131085502.5 659M
F 10 659 10707561 659F
F 10 659 89791365 659F
F 10 659 130612866 659F
M 10 659 61100492.5 659M
M 10 659 115995103.5 659M
M 11 659 7885413.5 659M
M 11 659 36428249 659M
F 12 659 98886935 659F
M 12 659 17302186 659M
M 12 659 48157822 659M
M 12 659 92570663 659M
M 12 659 119886347.5 659M
M 13 659 100373486 659M
F 14 659 31984928.5 659F
F 14 659 70399373.5 659F
M 14 659 57455468 659M
M 15 659 31269278.5 659M
M 15 659 68145388 659M
F 16 659 6701040.5 659F
M 16 659 24999609 659M
F 17 659 7071122.5 659F
M 17 659 27871294.5 659M
M 17 659 72313147 659M
F 18 659 32441721 659F
M 18 659 11883486 659M
M 18 659 64563872 659M
F 19 659 9129211.5 659F
M 19 659 6616443 659M
F 20 659 4105746.5 659F
F 20 659 53321324 659F
M 20 659 11068444 659M
M 20 659 43501403 659M
F 21 659 38768828 659F
M 21 659 22778080 659M
M 21 659 41241376.5 659M
F 1 660 11791854 660F
F 1 660 109074385 660F
F 1 660 230019594 660F
M 1 660 11755621.5 660M
M 1 660 99866569.5 660M
M 1 660 164013012 660M
M 1 660 212725977 660M
M 2 660 66274068 660M
F 3 660 49258388.5 660F
F 4 660 8639671.5 660F
F 4 660 189748672 660F
M 4 660 37911205 660M
F 5 660 167535708.5 660F
M 5 660 27906552 660M
M 5 660 108633341.5 660M
M 5 660 167705589 660M
F 6 660 166885518 660F
M 6 660 82508570.5 660M
M 7 660 47504523.5 660M
F 8 660 117253038 660F
F 9 660 8901455.5 660F
F 10 660 4716352 660F
F 10 660 134142770 660F
M 10 660 8648084 660M
M 10 660 113840453.5 660M
M 11 660 12102002.5 660M
M 11 660 56664190.5 660M
M 11 660 91124886.5 660M
M 11 660 125953639.5 660M
F 12 660 99214985.5 660F
M 13 660 57019703 660M
M 14 660 20741964.5 660M
M 14 660 61811258 660M
M 14 660 98812524 660M
F 15 660 25068041 660F
F 16 660 2589852.5 660F
M 16 660 21347855.5 660M
F 17 660 13998178.5 660F
F 17 660 57010050 660F
M 17 660 62460139 660M
F 18 660 13274629.5 660F
F 18 660 71639725.5 660F
F 19 660 53851783.5 660F
M 19 660 55096094.5 660M
M 20 660 16410187 660M
M 20 660 48411556 660M
F 22 660 44918945 660F
M 22 660 17535777.5 660M
F 1 661 78795426 661F
F 1 661 166146581.5 661F
M 1 661 14913244.5 661M
M 1 661 30629098 661M
M 1 661 63745344.5 661M
M 1 661 175501124 661M
F 2 661 38668253.5 661F
M 2 661 23927712.5 661M
M 2 661 217289593.5 661M
M 2 661 233217044.5 661M
F 3 661 3832362 661F
F 3 661 72359747.5 661F
F 3 661 197909124 661F
M 3 661 6141863 661M
M 3 661 33138662.5 661M
M 3 661 165706084 661M
M 3 661 195970261.5 661M
F 4 661 35650602.5 661F
F 4 661 111766869.5 661F
M 4 661 54618366 661M
M 4 661 58398673.5 661M
M 4 661 110642992 661M
F 5 661 9455458 661F
F 5 661 80224219.5 661F
M 5 661 6462722 661M
M 5 661 41318262 661M
M 5 661 66252899.5 661M
M 5 661 95084848 661M
M 5 661 132760245 661M
M 5 661 170957017.5 661M
F 6 661 9202930 661F
M 6 661 1447450.5 661M
M 6 661 43944691.5 661M
M 6 661 108583492.5 661M
M 6 661 139681316 661M
M 6 661 155688568 661M
M 7 661 116464748.5 661M
M 7 661 139579875.5 661M
M 7 661 156715437.5 661M
F 8 661 65661443.5 661F
M 8 661 12642031.5 661M
M 8 661 72370330.5 661M
F 9 661 116723289 661F
F 10 661 4666394.5 661F
M 10 661 4474771 661M
M 10 661 50507043.5 661M
M 10 661 117876354.5 661M
F 11 661 112866204 661F
M 11 661 22811073.5 661M
M 11 661 127113134.5 661M
F 12 661 90215387 661F
M 12 661 22894375.5 661M
M 12 661 46488647.5 661M
M 12 661 126777165 661M
F 13 661 86876162.5 661F
M 13 661 84781154.5 661M
M 14 661 20201188.5 661M
F 15 661 37969238 661F
M 16 661 52569516 661M
M 16 661 73324060.5 661M
M 16 661 78169528 661M
F 17 661 2696574 661F
F 17 661 67804331.5 661F
F 18 661 2055463.5 661F
M 18 661 5302883 661M
F 20 661 58438544 661F
M 20 661 49026358 661M
M 21 661 17967691 661M
F 1 662 64693000.5 662F
F 1 662 159918675.5 662F
M 1 662 33966431.5 662M
M 1 662 185283591.5 662M
M 1 662 211169148 662M
M 1 662 233138381 662M
F 2 662 105410048 662F
F 2 662 221436911 662F
F 3 662 126186595.5 662F
M 3 662 23603985 662M
M 3 662 60567220.5 662M
M 3 662 178965996.5 662M
F 4 662 10607870.5 662F
F 4 662 115948081 662F
M 4 662 14747619.5 662M
M 4 662 179624943 662M
F 5 662 1223410.5 662F
F 5 662 29704775.5 662F
F 5 662 78785713.5 662F
M 5 662 6497149 662M
M 5 662 66193519.5 662M
M 5 662 82124395.5 662M
M 5 662 115361503 662M
F 6 662 1268627 662F
F 6 662 67799010 662F
F 6 662 167682932 662F
M 6 662 12234728.5 662M
M 6 662 39396674 662M
F 7 662 23905722.5 662F
F 7 662 146874613.5 662F
M 7 662 11024595.5 662M
M 7 662 29161214 662M
M 7 662 134955046 662M
F 8 662 8272321 662F
F 8 662 10325802 662F
F 8 662 12194357.5 662F
F 8 662 139267026.5 662F
M 8 662 71077579 662M
F 9 662 122055323 662F
M 9 662 29999267.5 662M
F 10 662 3790193 662F
F 10 662 128677868 662F
M 10 662 56522108.5 662M
M 10 662 98662539 662M
M 10 662 119618040.5 662M
M 11 662 10816185 662M
M 11 662 110265846 662M
M 11 662 129080578.5 662M
F 12 662 10520966 662F
F 12 662 91050565.5 662F
M 12 662 127494714.5 662M
F 13 662 73181566.5 662F
M 13 662 49111071.5 662M
M 13 662 81812355 662M
M 13 662 114049207.5 662M
F 15 662 23750707 662F
F 15 662 97305515.5 662F
M 15 662 33022155 662M
M 15 662 56866514.5 662M
M 15 662 71886114.5 662M
M 16 662 72655642.5 662M
M 17 662 32077522.5 662M
M 17 662 58649804.5 662M
F 18 662 8756208.5 662F
M 18 662 27829872.5 662M
M 18 662 59016340.5 662M
F 19 662 3489064.5 662F
M 19 662 10366476 662M
M 19 662 59477601 662M
F 20 662 54881785.5 662F
M 21 662 41912311.5 662M
F 1 663 86277623 663F
F 1 663 208817267.5 663F
M 1 663 4594807.5 663M
M 1 663 55099769 663M
M 1 663 154976782 663M
M 1 663 179383592 663M
M 1 663 201597382 663M
M 1 663 218709180.5 663M
M 1 663 232244552.5 663M
F 2 663 65687295 663F
M 2 663 10339831.5 663M
M 2 663 43024300 663M
M 2 663 127617251.5 663M
M 2 663 231135308.5 663M
F 3 663 6508866 663F
F 3 663 61624904 663F
F 3 663 133764211.5 663F
M 3 663 61469462 663M
